semester,years,subj1,subj2,subj3,subj4,subj5,subj6,subj7,Final_Grade
3,2021,S,S,S,S,S,S,A+,S
2,2022,B,C+,C,B+,C+,B,B,B
1,2023,C+,B+,C+,B,B+,C,C+,B
2,2020,F,F,F,F,F,F,F,F
3,2020,A+,A+,B+,A,A+,A,A,A+
3,2020,A,A,B,C,B,B,C,B+
2,2023,A,B,B+,B+,A,B,A,A
1,2021,B,B,B,B,B,B+,C+,B+
1,2020,B+,P,C,P,F,B,S,C
2,2022,F,C,F,F,P,F,F,F
2,2021,F,F,F,F,F,F,F,F
1,2023,B,B,B,C+,C+,B,B+,B
2,2020,B+,A,B+,B+,B,B,B+,A
2,2023,F,F,F,F,F,P,F,F
1,2020,S,A,S,B+,A,S,S,S
3,2020,B,B+,C+,C+,C+,C,B,B
2,2023,A,B,A,B,B+,B+,A,A
1,2023,F,F,F,F,F,F,F,F
2,2023,F,F,F,F,F,F,F,F
3,2021,P,F,D,F,F,F,P,F
2,2021,S,S,S,A+,A+,S,S,S
3,2023,S,S,S,S,A,S,S,S
2,2022,F,F,F,F,F,F,F,F
1,2021,F,F,F,F,F,F,F,F
3,2023,S,S,S,S,S,S,S,S
2,2020,S,S,S,S,S,S,S,S
3,2021,F,F,F,F,F,F,F,F
1,2022,A,S,S,S,S,S,S,S
1,2022,F,P,F,F,P,F,D,F
3,2021,S,S,S,D,P,B+,S,A+
3,2023,A,A,A,C+,B,C+,C+,B+
1,2021,D,D,C,P,C,P,P,C
3,2020,A+,A+,S,B,A,B+,A,A+
3,2020,B,B,A,C+,B,B+,B+,B+
2,2022,F,C,F,F,F,F,F,F
1,2023,A+,A,B+,A,B,A,S,A+
3,2022,D,C+,B,P,D,C+,P,C
2,2021,C+,C,C+,C,C,D,P,C+
2,2021,C,B,C+,A,C+,C+,B,B
2,2021,C,C+,D,C,C+,C,P,C+
2,2020,C+,C,D,C,C,D,C+,C+
3,2021,A+,A+,A,S,A,A,S,S
3,2023,S,S,S,S,S,S,S,S
3,2023,C,C+,B,C+,C,B,C,B
2,2023,B,C,C,C,C+,B,C,C+
1,2020,B,C,B+,A,F,A+,F,C
3,2022,F,F,F,F,F,F,P,F
2,2021,F,F,F,F,F,F,P,F
3,2020,F,F,F,F,F,F,F,F
1,2021,C,B+,C+,B,C+,B,B,B
2,2021,B,C,C,C,C,C,C+,C+
3,2023,F,F,F,F,F,F,F,F
2,2022,C,C,D,C,C,C,D,C
1,2022,C+,C+,C+,B,C,C,C+,B
2,2021,C+,B,B,B,B,B+,C+,B
2,2021,B+,B+,B+,B,A,A,B,A
1,2022,S,A+,S,S,S,A+,A+,S
1,2020,F,F,F,F,F,F,F,F
3,2022,S,S,S,S,S,S,S,S
3,2022,F,P,F,C+,B,D,P,F
3,2022,F,C,F,A+,B+,P,F,F
3,2020,P,C,C+,C+,C+,C,C+,C+
3,2023,C,C+,B+,B+,B,B,C+,B
1,2021,B,B+,B,A,C+,C+,B,B+
1,2020,A+,B+,A,B+,A,A,A,A
1,2022,S,A+,S,S,S,S,S,S
3,2021,B+,F,P,F,C,F,F,F
3,2021,D,F,F,F,P,F,D,F
3,2023,P,B+,B,F,P,C+,D,D
2,2020,B,A,A,A,B+,A,A,A
2,2023,A+,S,B,S,A+,A+,A,S
2,2023,C+,B,C+,B,C+,D,C+,B
3,2023,S,A+,A,A+,A+,A+,A+,S
1,2023,S,A+,A+,A+,S,S,A+,S
1,2020,P,F,F,F,F,F,F,F
1,2021,A+,S,B+,A+,S,A,A,S
1,2023,S,A+,A+,A+,S,S,A+,S
2,2021,B,B+,B,A,B+,A,B+,A
2,2020,D,B,P,D,C,D,F,D
3,2021,F,F,F,F,F,F,F,F
2,2023,F,S,D,S,F,A+,S,C+
2,2022,A,B+,B,B+,C,B+,B+,B+
3,2021,P,C,P,D,P,P,P,D
2,2023,C,C,C,C,C,C,C,C+
3,2021,D,D,C+,C+,C,D,C,C+
1,2023,S,C,C,B+,A+,A+,A,A
2,2020,B,B+,B+,B+,B,C,B,B+
1,2023,F,F,P,F,P,F,F,F
1,2020,S,S,S,S,S,S,S,S
1,2023,A+,S,S,S,B,S,S,S
3,2020,A+,S,S,S,S,C,A+,S
2,2021,F,F,F,P,F,F,F,F
3,2023,S,S,A+,A+,S,A+,S,S
3,2023,F,F,F,F,F,F,F,F
1,2022,S,S,S,S,S,A+,S,S
3,2020,F,F,F,F,F,F,F,F
2,2020,F,B,P,A+,B+,A+,S,C+
2,2023,F,F,F,F,F,F,F,F
2,2021,C,D,D,P,C,F,C,D
2,2020,B,B,A,C+,C+,B+,C+,B+
2,2023,P,F,F,F,F,F,F,F
2,2022,P,D,F,C,B,S,B,D
1,2020,A,B+,B,B+,B+,B+,A,A
2,2023,C,D,F,P,D,F,D,F
2,2022,C,C+,C,D,C,C,B,C+
2,2020,A+,S,S,S,S,S,S,S
1,2023,D,P,P,F,P,P,F,F
1,2023,F,F,F,F,F,F,F,F
3,2020,P,D,P,C,C,D,D,C
2,2021,F,F,F,F,F,F,F,F
2,2022,S,S,S,A,S,B+,S,S
1,2021,D,F,D,F,F,A,F,F
3,2022,S,S,A+,A+,S,S,S,S
3,2022,F,P,D,D,P,F,P,F
1,2020,P,P,P,P,D,P,D,D
3,2020,B,A,B+,C+,B,B,B+,B+
2,2022,S,S,S,A+,S,A,S,S
2,2020,A,A+,S,B,S,S,B+,A+
3,2022,F,F,F,F,F,F,F,F
3,2022,B,C+,B+,C+,B+,B,C+,B
3,2020,C,F,P,D,C,P,P,F
2,2021,D,F,P,C,F,P,D,F
2,2023,C+,F,D,B+,A,S,B,C
1,2022,A,S,S,S,S,A+,S,S
3,2021,F,A,B,A,S,D,B,C+
3,2023,C+,D,D,C+,C+,D,C,C+
3,2023,B+,A,A,B,B,A,B,A
2,2023,S,A+,S,S,S,S,S,S
2,2021,C+,B,B,C,A,C+,C+,B
3,2021,B+,C+,B,B+,C+,B+,C+,B+
3,2021,B+,B+,B+,B+,A+,B+,B+,A
2,2023,S,S,S,A+,S,S,S,S
1,2021,P,D,F,F,D,C,P,F
2,2020,C,P,P,P,P,P,P,D
2,2021,F,C,F,F,F,F,F,F
1,2023,C,D,C,D,B,D,C,C
3,2022,B+,D,C+,B,C,A,C+,B
3,2020,F,F,F,F,P,F,F,F
3,2020,S,D,F,D,B+,F,D,P
3,2020,B+,B+,B,B,B+,B,B+,B+
2,2023,S,S,S,S,S,S,S,S
2,2023,F,F,F,F,F,F,C,F
2,2023,B+,A,A,A,B+,B+,C+,A
1,2023,A,B,B+,A,B+,A,A+,A
2,2023,C+,B+,B+,B,B,B,B,B+
3,2023,D,C,C+,B,C+,C+,B,C+
2,2023,F,F,P,F,F,F,F,F
1,2020,F,A,C,B,C+,A+,B,C
1,2023,F,C,P,D,F,D,P,F
3,2022,P,F,C,F,D,D,C,F
3,2021,C,C+,C,C,P,C,C+,C+
2,2021,D,C,B,C+,B,B+,D,C+
2,2023,A+,S,A+,S,A,A+,A+,S
1,2021,P,D,F,F,P,D,F,F
1,2020,C,B+,C,C,C,P,C+,C+
2,2022,F,P,F,F,F,F,F,F
1,2023,F,P,D,P,D,P,P,F
3,2022,D,P,P,F,P,C,P,F
1,2023,A,A+,S,S,A+,P,S,S
2,2023,C+,C+,B,B,C+,D,C+,B
2,2022,B+,B,S,B+,A+,A+,A,A+
1,2021,F,F,P,F,F,F,F,F
1,2023,C,C,F,C,C,D,C,P
3,2023,C,D,C,D,D,D,P,C
3,2022,D,P,D,D,D,C,C,C
3,2022,D,P,P,P,D,C+,F,P
3,2020,F,F,F,F,F,F,F,F
3,2020,C+,F,D,D,F,C+,C+,F
3,2022,F,F,F,F,F,F,P,F
1,2022,B+,A+,A,A+,B+,A,B+,A+
3,2022,F,F,F,F,F,F,F,F
3,2021,C+,C+,C+,C,C+,C,C+,C+
1,2023,A,A+,S,A,A+,A,A+,S
1,2023,S,A,S,S,S,S,A+,S
1,2021,F,A,P,F,F,F,D,F
3,2023,D,D,D,P,C,C,C,C
1,2022,F,F,F,F,F,F,F,F
1,2023,A,B,B,B,A,B+,B,B+
2,2022,F,F,F,F,F,F,F,F
1,2021,C,C,C+,C,B,C+,D,C+
1,2022,S,S,S,A+,S,S,S,S
1,2021,P,F,D,F,F,F,F,F
3,2020,F,F,P,P,F,P,F,F
2,2020,P,D,C,P,C,D,P,D
1,2022,A,A+,S,S,S,A+,A+,S
2,2020,C+,D,C+,B,C,C,C+,C+
1,2023,C+,B,C,C+,D,C+,C+,C+
1,2020,A,B,A,A,B+,A,B+,A
2,2021,C+,C+,C+,B,C,B,C+,B
2,2021,D,D,P,F,D,C+,D,F
1,2022,F,F,F,D,F,D,P,F
3,2020,F,F,F,F,P,F,F,F
1,2022,D,C,C,C,C,C,C+,C+
1,2021,C+,C,C,D,D,C,D,C
2,2020,A+,A+,A+,S,S,A,A,S
1,2021,B,B,B,C+,C+,B,B,B
2,2023,S,S,A+,C+,C+,B,A+,A+
1,2022,B+,B+,B,B,B+,A,A,B+
2,2023,C,C+,C,C+,B,C+,B,C+
2,2020,B+,C+,C+,B+,B+,C+,B+,B+
2,2023,B+,B+,B+,A,C,A,A,A
2,2021,P,D,D,D,C,D,D,C
3,2021,P,C,P,F,P,P,C,F
3,2021,B,B+,B,A,A,B,C+,B+
3,2023,B+,B+,B+,B,C+,C+,A,B+
2,2021,B+,B+,B+,B+,B+,B,B,B+
1,2020,B,B,C,C+,C+,C+,B,B
1,2022,P,F,F,F,F,F,F,F
3,2021,F,F,F,F,F,F,F,F
3,2023,B,B,B,B,C,B,B,B
1,2022,C,B,B+,B,B+,B,A,B+
3,2020,P,S,F,F,C+,A+,D,F
1,2022,S,S,A+,S,S,S,S,S
3,2022,F,P,F,F,F,P,F,F
3,2023,A+,A+,A+,A,S,A+,A+,S
2,2021,C+,C,C+,C,C,C+,C,C+
3,2020,D,C,P,F,C,P,A,P
3,2023,A+,A,B+,A+,B,A,S,A+
1,2021,S,B,A+,P,B+,D,P,B+
1,2022,D,D,C+,C,B+,C,C+,C+
2,2022,C,D,P,C+,C,C+,D,C
3,2020,S,S,S,A+,S,S,S,S
1,2020,B+,B+,A,B+,A,B,A,A
1,2023,A+,A+,A,S,F,C,S,A
2,2023,D,C+,D,D,D,P,C,C
1,2023,A,A+,A+,B+,A+,S,B+,A+
2,2022,C+,S,S,S,A,C,A+,A+
1,2020,B,C,B,C+,C,B,B,B
1,2023,F,F,P,P,F,F,P,F
2,2020,P,D,D,F,C,C,C,P
2,2022,C+,S,A+,S,C+,B,F,B+
1,2022,C+,B+,B,B,C+,C+,B,B
3,2021,B,A+,A,S,A,S,A,A+
3,2023,C+,C,B,A,S,S,S,A
2,2022,B,D,P,B+,F,B,A,C
3,2021,F,F,F,F,F,F,F,F
1,2023,B+,C,C,C,C,B,C+,C+
1,2022,S,S,S,S,S,S,S,S
1,2022,B,B+,B+,S,A+,S,B,A+
3,2022,D,D,C+,D,C,D,D,C
1,2022,S,S,S,S,S,S,S,S
2,2022,F,D,F,F,F,P,P,F
1,2023,P,F,F,F,F,F,F,F
3,2023,P,F,F,F,F,P,F,F
2,2021,A+,S,S,B,A,S,S,S
3,2022,C+,C,D,S,B+,P,F,C+
1,2021,F,F,F,P,F,F,F,F
1,2022,C,B+,C+,B+,B+,B+,B+,B+
3,2020,B+,B+,B,B+,B+,C+,C+,B+
3,2021,F,C,F,F,F,C,F,F
1,2020,F,F,F,F,F,F,F,F
2,2020,F,F,F,F,F,F,F,F
1,2020,P,C+,D,D,C,C+,C,C
1,2023,S,S,A+,A+,S,S,S,S
3,2020,F,P,F,F,F,F,P,F
1,2021,B,B,B,B+,B+,B,B,B+
1,2022,F,F,F,D,F,P,F,F
1,2020,C,C,C,D,B,C+,C,C+
3,2021,F,F,F,F,F,F,F,F
3,2021,S,S,S,A+,S,S,S,S
1,2022,C+,C+,B,D,P,C+,D,C+
2,2023,P,S,P,B,C,C,P,C+
3,2021,A,A,A,A+,S,B+,B+,A+
1,2022,B,B,C+,B+,B,A,C+,B+
3,2022,F,F,F,F,F,P,F,F
1,2023,C,B+,C,P,C,B,C,C+
3,2022,B,D,D,C+,B,C,D,C+
3,2021,B+,B,B+,B+,B,B+,B,B+
1,2023,A,A,A,B+,B+,A,B+,A
2,2023,B,C+,C,C+,C+,C+,C+,B
2,2023,F,F,F,P,F,F,F,F
1,2023,S,C+,F,B,D,S,C+,C+
3,2020,A+,A+,S,A+,S,S,S,S
2,2022,B,B,B+,C+,B,B,C+,B+
2,2022,C+,C,C+,D,C,C,C,C+
1,2021,F,F,F,F,F,F,F,F
2,2020,B,D,S,C+,B,A+,F,B
2,2023,F,F,F,F,F,F,F,F
3,2021,F,F,F,F,P,F,F,F
1,2022,F,F,F,P,F,F,F,F
3,2021,C,F,P,F,C+,P,C,F
3,2021,B,B+,B+,C+,C+,C+,B,B+
2,2022,D,D,P,D,D,D,D,D
1,2022,D,C,C,C,P,P,D,C
3,2020,P,F,D,D,P,P,P,F
2,2020,F,F,F,F,P,F,F,F
2,2021,B,C,B+,D,C,B,C+,B
2,2020,B,B,A,A,B+,C+,B+,B+
3,2023,F,P,F,F,F,F,F,F
3,2023,B+,A,A,C+,B+,B+,B,A
3,2021,B+,A+,S,A+,S,A,S,S
1,2020,B+,S,S,B+,S,C+,S,S
3,2020,P,D,F,P,F,C,D,F
1,2023,D,F,F,P,P,P,F,F
2,2020,P,P,F,P,F,D,F,F
1,2020,P,D,C,D,C+,D,P,C
1,2021,D,C,C,C,P,D,C,C
3,2020,D,C+,P,D,C,B,C+,C
3,2022,B,B+,B,B,B+,C+,B+,B+
2,2020,F,F,F,F,F,F,F,F
3,2022,S,S,A+,A+,A,S,S,S
2,2020,P,P,P,P,P,F,P,P
2,2023,A,B,B,B+,A+,A,B+,A
1,2020,F,F,F,P,F,F,F,F
3,2021,B+,B+,B+,B,B+,A,B,B+
3,2022,D,P,F,D,P,D,F,F
2,2023,A,B,B+,B+,B,A,C+,B+
3,2022,P,F,P,F,F,P,P,F
1,2022,C+,B,B,C,C,C+,B,B
1,2020,F,F,F,F,B,F,F,F
2,2023,F,P,C,D,C,P,D,F
2,2020,B,A,B+,A+,B+,A,A,A
1,2023,A+,A+,A,S,A+,A,S,S
2,2022,B,C,D,C+,B,C+,C+,C+
3,2020,C,C,C,C,C,D,C,C+
3,2020,B+,B,B,B+,B,B+,B,B+
3,2023,A,A+,S,A,B+,S,A,S
3,2023,D,P,D,D,C+,C,F,D
2,2023,B+,B,B+,B,C+,B+,B,B+
2,2022,D,P,D,P,P,C,P,D
3,2021,A+,S,S,A+,S,A+,S,S
1,2021,B+,A+,A,B+,B,B,A,A
1,2021,S,A,S,B,S,B+,B,A+
3,2023,S,S,A+,S,S,A+,S,S
3,2021,D,D,C,C,D,C,B+,C
1,2023,B+,B,A+,B+,B+,C+,B,A
2,2021,S,S,A+,A+,S,S,S,S
2,2020,S,S,S,S,S,A+,A+,S
2,2021,B,A,A+,A+,A,A,S,A+
3,2020,F,F,F,F,C,F,F,F
2,2022,C+,D,D,D,C+,P,C,C
1,2023,B,B+,C+,C+,A,C+,B,B+
1,2023,A,A,A,S,A+,A+,A,A+
3,2021,F,P,P,F,F,P,F,F
3,2023,F,F,F,F,F,F,F,F
1,2020,C,C+,C,B,B,B+,C+,B
2,2020,D,S,A,S,S,A+,S,A+
2,2022,B,C+,C+,C,B+,C,C,B
3,2023,B,S,S,A+,S,D,C+,A+
1,2023,B,C,D,D,D,D,B,C+
1,2022,S,S,S,S,S,S,S,S
2,2020,D,C+,C,C,C,B,D,C+
1,2022,B+,B,A,B+,B,A,A,A
2,2022,C,B,C,B,B,C+,B+,B
3,2021,B,B,B,B,C,B+,C+,B
3,2021,D,C+,D,C+,B,C+,C+,C+
1,2023,A,A,C+,A,B+,A,B+,A
2,2022,C,C+,B+,B+,C+,B,C,B
1,2021,S,S,S,S,A+,S,A+,S
1,2023,B+,B,A,C+,B,B+,B,B+
2,2023,D,D,C,D,F,P,C+,D
1,2022,D,P,F,D,P,C,B,P
3,2023,C+,C,P,D,D,D,C,C
1,2020,B+,B+,B,B,B+,B,A,B+
1,2023,F,F,F,F,F,F,F,F
2,2023,F,F,P,P,P,P,P,F
1,2020,S,S,S,S,S,S,S,S
2,2022,C+,C+,C,C+,C,C+,C+,C+
2,2023,S,A,B,A,A+,S,S,A+
3,2023,D,D,F,D,D,P,D,F
1,2022,C+,F,A+,D,F,B+,D,P
2,2023,D,F,D,F,F,S,B+,F
3,2021,P,D,D,D,F,C,F,F
2,2020,D,C+,C+,C,C+,P,C,C+
3,2021,S,S,S,S,S,S,A+,S
2,2020,F,F,B,F,F,F,P,F
2,2023,S,A+,S,S,A+,S,S,S
3,2023,C,D,F,C,C,F,P,F
1,2022,B,C+,C+,A,C,B,C+,B
2,2022,S,S,S,S,S,S,A+,S
1,2020,C+,D,C,S,S,F,D,C+
2,2022,D,C+,C,C+,C,C,C,C+
2,2023,A,A,B,A+,B+,A+,A+,A+
3,2020,A,B,B,A,B,B,A+,A
3,2022,S,S,S,A,A+,S,S,S
2,2021,A+,A+,A+,A,A+,A,A,A+
2,2023,S,D,D,S,S,A,C+,A
2,2021,F,P,F,F,F,B+,F,F
2,2022,C,F,F,P,P,D,F,F
2,2023,F,C,C,C,P,C,C,P
1,2023,S,C,S,S,C+,D,C+,A+
3,2022,C+,A+,C+,B,B+,B,B,B+
1,2022,F,F,F,F,F,F,F,F
2,2021,P,P,D,D,D,C,D,D
1,2021,D,D,D,P,C,P,F,P
1,2020,F,P,P,P,D,F,P,F
1,2023,F,F,C,F,B+,B,B,F
1,2022,P,P,F,F,F,F,F,F
1,2023,P,D,D,P,F,D,P,P
1,2022,C,C+,C,C+,B,C,B,C+
3,2022,C+,B+,C+,B,C+,A,C+,B
2,2021,B,B+,C,C+,B,C,C+,B
1,2021,B+,A,B,B,B,A+,B+,A
1,2022,B+,B+,A,A,A,B+,B+,A
1,2023,A,A+,A,A,A,A,B,A+
3,2023,S,A+,A+,S,S,S,S,S
3,2020,D,P,C+,D,C,D,P,C
3,2022,S,S,D,S,S,C+,B+,A+
2,2023,C,D,S,A,C,B,B,B+
2,2020,F,F,F,F,F,F,C,F
3,2021,C+,C+,C,B,C+,C+,C+,B
3,2020,A+,A,S,A+,A+,S,S,S
1,2023,F,F,F,F,F,F,F,F
1,2022,B+,B,B+,B+,B+,C+,A,B+
2,2022,C+,C+,C+,B,C+,C+,C+,B
3,2020,A,A,A+,S,B+,S,A+,S
1,2022,P,P,F,C+,P,F,F,F
1,2020,F,D,D,C,P,D,D,P
1,2020,C,C+,B,B,C+,C+,B+,B
3,2022,B+,B,B,B,B,B,C,B+
1,2020,P,F,F,F,F,F,F,F
3,2023,P,P,P,D,P,C,F,P
3,2022,B,B,B,B+,B+,B+,A,B+
3,2020,F,F,F,F,F,F,F,F
1,2023,B+,B+,B+,C,A,B,A,B+
3,2023,S,S,A+,S,A,A,B,S
1,2021,D,D,F,P,P,D,P,F
1,2021,D,C,C,C+,D,C,C,C+
1,2023,F,F,F,F,F,F,F,F
3,2020,F,P,D,F,D,P,C,F
1,2023,B+,B,P,P,B,F,B+,C
3,2022,B,C+,D,C,C+,D,B+,C+
3,2022,F,F,F,F,P,F,F,F
3,2022,S,S,S,S,S,S,S,S
2,2021,C+,B,C+,B,B+,C,C+,B
1,2023,B+,S,D,A,C,S,A+,A
2,2021,B,B+,B+,A,B+,B+,B,A
3,2022,B,B+,B,B+,B+,C+,B+,B+
2,2022,F,B,C,F,D,F,F,F
3,2020,F,F,F,F,F,F,F,F
1,2022,F,F,P,F,P,F,F,F
3,2021,B+,A,B+,B,B+,B,B,B+
2,2021,C+,B,C+,C+,C+,B,C,B
1,2020,A,B,B+,B+,B+,B+,B,A
2,2021,C,C+,F,F,A,F,C+,F
3,2022,C,P,C+,C+,B,C,C,C+
2,2021,B,B,B,B,A,A+,B+,B+
3,2021,B+,C+,B,B,C+,B+,B,B+
3,2023,F,F,F,F,F,F,P,F
1,2023,B+,A+,S,A,A+,A+,S,S
2,2022,P,F,D,P,P,P,P,F
2,2021,B+,B+,B,B,C+,B,C+,B+
2,2020,A+,D,S,B,A,A,S,A
2,2021,S,S,S,S,S,S,S,S
1,2020,B+,C+,B,C+,D,P,S,B
2,2023,F,F,F,F,F,F,P,F
2,2020,C,C+,D,C,D,D,C,C
2,2020,C+,C,B,C+,C,C+,C+,B
3,2022,F,B+,F,A,S,B+,S,D
2,2023,B+,C+,B+,B+,A,A,B+,B+
1,2021,S,S,S,S,A,S,S,S
2,2023,B,C+,B+,B,A,B,C,B+
2,2023,D,P,C,P,C,P,P,D
2,2020,C,C+,D,C,B,C,B,C+
2,2022,B,B+,B,B+,B,B+,B,B+
1,2023,C,C+,D,C,D,C+,B,C+
3,2021,D,D,C+,D,C,D,C,C
1,2021,B+,S,S,S,S,S,B+,S
1,2023,F,A,F,C+,F,F,P,F
3,2023,P,D,D,C,P,P,P,D
2,2021,C,C,C,C,C+,D,D,C+
3,2022,S,B+,S,A+,A+,S,A,S
2,2020,F,F,F,F,F,F,F,F
2,2021,F,P,F,D,F,F,P,F
3,2023,C+,F,B,F,F,A+,D,F
2,2020,F,F,F,F,F,F,F,F
2,2020,F,P,F,F,F,D,F,F
1,2023,B+,B+,B+,B+,A+,B+,B,A
3,2021,A,A,A+,A,C+,C+,A,A
2,2020,F,F,D,P,P,C,C,F
2,2020,D,C,C,D,C,D,C,C
2,2020,F,F,F,F,F,F,F,F
3,2023,A,A,C,B,B+,C+,B,B+
1,2020,B+,B+,B,B,C+,C+,B+,B+
3,2021,A,S,S,S,B+,S,B,S
2,2020,C+,C,B,C+,B,C,C,B
3,2021,C,D,B+,C+,D,C+,C,C+
2,2021,B,A,B,B,A,B+,A,B+
1,2021,F,P,B,C,F,D,F,F
2,2020,C+,B,C,B,C+,B+,C+,B
1,2022,B+,B,B+,B+,A,C+,B,B+
1,2021,C+,D,D,P,C+,C,D,C
3,2020,B+,A,C+,B,B+,B,B,B+
2,2022,B,B,B,B,A,B+,B,B+
1,2020,F,F,F,F,F,F,P,F
3,2020,S,D,A+,B+,D,S,D,A
2,2023,P,D,C,P,F,P,P,P
2,2023,B+,B+,B,B+,B,B,B+,B+
3,2022,C,D,D,D,D,D,C,C
1,2020,D,C,B,C,C+,C,C,C+
3,2021,B,C+,C+,C+,C+,C,C,B
3,2021,F,F,F,F,F,F,F,F
2,2020,D,D,P,D,D,C,D,C
1,2020,B,A,B,C+,B+,B,B,B+
1,2022,D,C,C+,P,C+,C,C,C
3,2020,F,F,F,F,F,F,F,F
3,2021,F,F,F,F,F,F,F,F
1,2022,B+,B+,B+,A,A,B+,B+,A
1,2021,F,F,P,F,F,F,F,F
1,2021,P,C+,D,B,C,C,C,C+
3,2022,C,C,B,C+,B,C+,D,C+
2,2021,F,F,F,F,F,F,P,F
3,2020,F,F,F,F,F,P,F,F
1,2023,P,F,F,F,F,F,F,F
1,2023,P,D,F,P,D,D,D,F
2,2020,P,F,F,F,F,F,F,F
1,2022,F,C,D,C+,D,B,B,D
3,2021,C+,C,C,C,P,C+,B,C+
1,2023,P,F,D,F,C,P,P,F
2,2022,B,C,C+,C,A,C+,C+,B
3,2020,B,S,C,S,S,S,S,A+
3,2022,F,F,P,F,F,F,F,F
2,2023,F,P,F,F,F,F,F,F
2,2022,C,D,C+,D,C,D,C,C
2,2023,F,F,P,F,F,F,F,F
1,2020,F,F,A+,B,F,F,F,F
1,2022,A+,S,S,S,S,S,S,S
2,2020,P,P,F,P,D,P,F,F
1,2022,C,C+,C+,B,D,C,D,C+
1,2020,S,S,S,S,A+,S,S,S
1,2022,P,P,F,F,P,F,P,F
1,2021,B,C+,B,C,C+,C+,C+,B
3,2023,F,F,F,F,P,P,P,F
1,2021,S,A+,S,S,S,S,B+,S
3,2020,A,B+,C+,P,C,A+,S,B+
1,2020,A,A,B+,A+,B+,A+,A+,A+
1,2021,F,F,F,F,F,P,F,F
3,2022,B,B,B,C+,B,C+,B,B
3,2023,F,F,F,F,F,F,F,F
1,2023,C+,D,C,C,C,C,C,C+
2,2020,C+,C+,C+,B,C+,B,C+,B
2,2021,F,F,F,F,F,F,F,F
2,2020,B,B+,B,C+,C+,C+,C+,B
1,2020,A,A,C,B+,B,B+,B+,B+
2,2020,D,P,P,P,P,F,P,P
2,2020,D,C,C,C+,C,C+,C+,C+
3,2023,F,F,F,D,F,P,P,F
1,2021,C+,S,S,F,S,S,A,B+
2,2023,B,D,D,C,C+,C+,D,C+
1,2021,F,D,F,D,B+,F,F,F
3,2023,P,F,F,F,P,F,D,F
1,2023,B+,A,A,A,B+,C+,C,A
3,2022,B,B,C,C+,B,A,B,B
1,2020,S,S,A,B+,A,A,A,S
3,2021,B,B+,A,A,A,C+,B,A
3,2020,B+,A+,A+,A+,B,A,A,A+
2,2023,C+,F,F,F,D,P,C,F
2,2020,B,C,C,C,C,D,C+,C+
2,2021,S,S,S,S,B+,A,S,S
3,2022,F,P,A,F,A,B+,F,F
3,2022,F,F,F,F,F,F,P,F
2,2023,C,C,C+,C+,C,C,D,C+
1,2020,D,C,F,C,D,F,P,F
2,2023,F,D,F,D,D,D,P,F
2,2022,F,D,D,C,P,D,P,F
3,2022,P,D,D,D,D,P,D,D
2,2022,B,C+,B,B+,C+,A+,C+,B+
1,2022,P,F,F,F,F,F,F,F
1,2020,C,B,C,C+,A,B,C+,B
1,2021,C+,C,C+,C+,C+,D,C,C+
2,2020,C+,B+,B+,C+,B,B,C+,B+
2,2023,A+,S,A,A,A+,A,S,S
1,2021,B+,B,C+,C,B,C,C+,B
3,2020,A+,B+,B+,B+,B,A,B+,A
2,2020,B,B+,C,C,B,C+,B,B
1,2020,S,A,A,A,A+,S,S,S
2,2021,S,A,B+,B+,B+,A,A+,A+
3,2020,B,B,C,B+,C+,D,C+,B
1,2021,C,C+,P,D,C,D,D,C
2,2021,S,S,S,S,S,S,S,S
1,2022,C+,B+,A,C+,C+,S,B,B+
2,2021,S,S,S,S,S,S,S,S
2,2022,F,F,F,F,F,F,F,F
3,2023,F,F,F,F,F,F,F,F
2,2022,C+,C+,C+,D,D,C,C,C+
1,2023,S,A,A+,A+,A,A,S,S
1,2020,F,F,F,F,F,F,F,F
3,2023,D,C+,C+,C+,D,C,C,C+
2,2023,B+,B,B,C,B+,B+,C,B
3,2020,P,F,F,B,F,F,F,F
1,2021,D,F,F,D,P,P,F,F
3,2023,A+,S,S,S,S,S,S,S
2,2023,P,F,F,F,F,C,C+,F
3,2022,S,S,C,S,A,S,S,S
1,2022,C+,C,F,F,D,B,F,F
1,2023,C,A,B+,B,B+,B,C+,B+
1,2022,D,D,C,P,C+,D,D,C
2,2022,A+,A,B+,A+,A+,A,A,A+
1,2022,B,S,C+,A,A+,S,F,B+
1,2021,S,S,A+,S,A+,S,A+,S
2,2021,F,F,F,F,F,F,F,F
1,2022,P,C,D,F,P,P,P,F
2,2023,A,A,C+,B+,A,B+,B,A
2,2023,A+,S,A,S,A+,A,A+,S
1,2022,F,F,F,F,F,F,F,F
3,2023,F,P,F,F,F,F,F,F
1,2023,A+,A+,A,B+,S,A+,S,A+
3,2022,S,S,B,S,A,A,B,S
1,2020,A,B+,S,A+,A+,A,A,A+
1,2022,F,F,F,F,F,F,F,F
3,2021,S,S,S,S,S,S,S,S
2,2021,D,C+,D,C,C,C,C,C
2,2023,F,F,F,F,F,F,F,F
3,2022,C+,F,F,F,F,F,F,F
3,2020,A,B+,A,B,A+,A,A,A
3,2023,B+,A,A,C+,A,A,A,A
3,2023,C,C,C,C,C+,B,B,C+
3,2022,P,P,F,P,P,F,F,F
1,2020,F,C+,F,P,F,D,P,F
2,2020,B,C+,B,B,B,B+,B,B+
